subgroup,n,vis_corr_pct,vis_avg_score,tr_corr_pct,tr_avg_score,union_pct,union_score,both_pct
conventional,4869,56.56192236598891,42.115730627283305,30.416923392893818,17.744376606483815,64.63339494762785,47.94043640346782,22.345450811254878
verbally_embodied,3983,59.101180015064024,47.175274081513095,28.897815716796384,17.29439223844195,66.73361787597288,52.81079946917255,21.26537785588752
visually_embodied,1145,78.51528384279476,61.087523393636936,5.065502183406114,2.418590143480973,79.12663755458516,61.501091703056765,4.45414847161572
