label,num_videos,avg_frames,avg_transcript_words,avg_topics,avg_comments,avg_corr_avg,median_corr_avg,corr_threshold
Embodied,74,248.44594594594594,1530.837837837838,3.7027027027027026,1.6891891891891893,37.71584249084249,40.0,60
