label,num_videos,avg_frames,avg_transcript_words,avg_topics,avg_comments,avg_corr_avg,median_corr_avg,corr_threshold
Conventional,56,306.07142857142856,2636.875,4.375,1.7857142857142858,51.74976551226551,47.97222222222223,60
