label,num_videos,avg_frames,avg_caption_words,avg_comments,avg_corr_avg,median_corr_avg,corr_threshold
Conventional,56,306.07142857142856,73842.85714285714,1.9107142857142858,53.513233165490796,58.38936835230454,60
