label,num_videos,avg_frames,avg_caption_words,avg_comments,avg_corr_avg,median_corr_avg,corr_threshold
Embodied,74,248.44594594594594,54510.35135135135,2.0675675675675675,57.309871613447605,59.68323170731708,60
